x,y,z,elevation,aspect,slope,twi
-99.875,33.875,0.281773001,438,2.279907942,0.00788621,17.94612122
-99.625,33.875,0.279539973,415,2.129850626,0.003389634,15.82835865
-99.375,33.875,0.284686029,370,1.655329108,0.003841743,16.23697662
-99.125,33.875,0.290333658,370,5.41836977,0.003499989,11.75325966
-98.875,33.875,0.286613792,333,3.160744429,0.01394845,10.34295082
-98.625,33.875,0.256369889,311,1.382889628,0.005800975,12.09719181
-98.375,33.875,0.257770896,287,3.819948435,0.004128094,15.40773678
-98.125,33.875,0.247487798,260,1.955111623,0.008923246,11.6362505
-97.875,33.875,0.260765404,254,2.587749958,0.006034391,12.19630051
-97.625,33.875,0.242006972,270,1.181034327,0.008182348,10.94884205
-97.375,33.875,0.272396117,244,2.150046825,0.013704041,11.87816048
-97.125,33.875,0.297446549,246,5.238027096,0.010543478,10.86394596
-96.875,33.875,0.290634751,189,2.283968687,0.001478859,16.65140915
-96.625,33.875,0.295720041,189,1.826904297,0.001709529,13.80349827
-96.375,33.875,0.309845626,185,3.000846386,0.005945391,12.56610489
-96.125,33.875,0.300141364,156,2.624702454,0.005565983,12.40762806
-95.875,33.875,0.30328697,138,3.519940138,0.004764887,16.41613579
-95.625,33.875,0.308682263,158,3.752788067,0.004397308,11.42558479
-95.375,33.875,0.310230494,121,2.790612459,0.002866143,20.60115623
-95.125,33.875,0.369676828,116,2.760140419,0.001114907,16.27371979
-94.875,33.875,0.300231785,121,3.853562117,0.006468386,14.56732464
-94.625,33.875,0.322329283,118,4.368356705,0.004471824,14.84366608
-94.375,33.875,0.356145322,96,3.111896992,0.003917511,13.88206577
-94.125,33.875,0.352323771,151,2.987847328,0.011179952,10.89084911
-101.375,33.625,0.223380774,940,2.092560291,0.00193637,14.34681892
-101.125,33.625,0.225227028,800,3.517138958,0.010553539,19.55311584
-100.875,33.625,0.196344197,775,3.994635344,0.015828427,11.20796394
-100.625,33.625,0.198947296,654,0.925804973,0.009636573,13.60384369
-100.375,33.625,0.21456854,542,2.977469206,0.005531302,16.48461723
-100.125,33.625,0.274943739,496,4.162957668,0.0143426,15.63241863
-99.875,33.625,0.282487214,468,1.966719389,0.018591937,11.45710945
-99.625,33.625,0.234173283,434,5.73589325,0.020126835,10.91434479
-99.375,33.625,0.23689869,421,0.840770125,0.004483765,11.89251614
-99.125,33.625,0.292632818,391,1.446511507,0.006014057,12.26407146
-98.875,33.625,0.298619658,327,5.266037464,0.003996069,13.60421562
-98.625,33.625,0.28548795,304,4.560461998,0.004330326,12.37795162
-98.375,33.625,0.254767209,302,4.545442104,0.005794059,11.5912466
-98.125,33.625,0.253195554,297,4.731244564,0.005767226,14.56489468
-97.875,33.625,0.270523578,306,4.464500904,0.010524164,11.32539368
-97.625,33.625,0.27972436,359,2.048261166,0.006769707,11.27760887
-97.375,33.625,0.342355937,305,3.130357265,0.009160907,11.29849625
-97.125,33.625,0.290394157,227,4.043958664,0.006824324,14.79936314
-96.875,33.625,0.260862142,232,4.365553856,0.00329804,12.60422897
-96.625,33.625,0.321544766,222,0.98766464,0.013109916,13.22728729
-96.375,33.625,0.271538019,191,1.090280056,0.005612231,13.7993784
-96.125,33.625,0.300627917,168,5.093558311,0.007952732,13.58526707
-95.875,33.625,0.401975989,193,0.632035851,0.004792531,12.4012785
-95.625,33.625,0.403103799,165,2.828237534,0.006786033,12.14949322
-95.375,33.625,0.337419093,159,3.505503416,0.003371225,13.34357548
-95.125,33.625,0.334641367,132,2.841176987,0.003825272,14.32227421
-94.875,33.625,0.406354636,130,3.445945024,0.003768747,12.20705795
-94.625,33.625,0.350474566,113,1.158057213,0.001162624,13.92925453
-94.375,33.625,0.398895532,92,1.627684116,0.000734067,17.2365284
-94.125,33.625,0.348578483,91,4.439002514,0.004484821,12.8967762
